ID,Unnamed: 0,ID_ESCOLA,NOTA_IDEB,NO_ENTIDADE,NO_UF,SG_UF,NO_REGIAO,NO_MUNICIPIO,NO_BAIRRO,CO_CEP,DS_ENDERECO,NU_ENDERECO,latitude,longitude
1835,1835,35023164,4.0,HENRIQUETA RIVERA MIRANDA PROFA,São Paulo,SP,Sudeste,Rifaina,CENTRO,14490000,RUA CARLOS VEDOVATO,430,,
1836,1836,35021623,4.4,JOSE FERNANDES PROFESSOR,São Paulo,SP,Sudeste,Rio Claro,DISTRITO DE AJAPI,13508970,AVENIDA TRES,735,,
1837,1837,35021696,5.6,MARCIANO DE TOLEDO PIZA PROFESSOR,São Paulo,SP,Sudeste,Rio Claro,CIDADE NOVA,13506820,AVENIDA NAVARRO DE ANDRADE,139,,
1838,1838,35021748,5.8,RAUL FERNANDES CHANCELER,São Paulo,SP,Sudeste,Rio Claro,VILA OPERARIA,13504090,RUA DOIS,2877,,
1839,1839,35905598,4.5,OSCALIA GOES CORREA SANTOS PROFESSORA,São Paulo,SP,Sudeste,Rio Claro,PARQUE UNIVERSITARIO,13504420,56,1646,,
1840,1840,35909567,4.9,HELOISA LEMENHE MARASCA PROFESSORA,São Paulo,SP,Sudeste,Rio Claro,VILA INDAIA,13506747,14 A,181,,
1841,1841,35921944,4.1,JOAO BAPTISTA NEGRAO FILHO PROFESSOR,São Paulo,SP,Sudeste,Rio Claro,JARDIM GUANABARA,13502414,RUA 6 JG,11,,
1842,1842,35021167,5.2,JOSE COURY DR ETEC,São Paulo,SP,Sudeste,Rio das Pedras,NUCLEO HAB. LUCIA TARANTO MARRANO,13392630,PREF. NICOLAU MARINO,2680,,
1843,1843,35041981,5.3,FRANCISCO LOURENCO DE MELO PROFESSOR,São Paulo,SP,Sudeste,Rio Grande da Serra,VILA SUZUKI,9450000,RUA SOL NASCENTE,38,,
1844,1844,35566585,5.9,RIO GRANDE DA SERRA ETEC,São Paulo,SP,Sudeste,Rio Grande da Serra,JARDIM NOVO HORIZONTE,9450000,AVENIDA VEREADOR FRANCISCO MORAES RAMOS,777,,
1845,1845,35907212,4.2,CARLOS ROBERTO GUARIENTO PROFESSOR,São Paulo,SP,Sudeste,Rio Grande da Serra,VILA NIWA,9450000,RUA DOS COLIBRIS,27,,
1846,1846,35923369,5.0,ANTONIO LUCAS,São Paulo,SP,Sudeste,Rio Grande da Serra,JARDIM NOVO HORIZONTE,9450000,RUA BENEDITO CORDEIRO,255,,
1847,1847,35027686,4.4,CLARINDA MACHADO DE SOUZA,São Paulo,SP,Sudeste,Riolândia,CENTRO,15495000,RUA JOSE ALVES DE BARCELOS,6,,
1848,1848,35032136,4.5,FRANCISCO PIERGENTILE,São Paulo,SP,Sudeste,Rosana,CENTRO,19273000,RUA SALLES ANTONIO FROZINI,81,,
1849,1849,35043631,3.7,PORTO PRIMAVERA,São Paulo,SP,Sudeste,Rosana,PRIMAVERA,19274000,AVENIDA DOS BARRAGEIROS,195,,
1850,1850,35012877,4.1,ANDRE BROCA PROF,São Paulo,SP,Sudeste,Roseira,CENTRO,12580000,RUA ROQUE VIEIRA,83,,
1851,1851,35030004,3.8,FRANCISCO PRUDENTE CORREA CORONEL,São Paulo,SP,Sudeste,Rubiácea,CENTRO,16750000,AVENIDA ANGELINA LIMA P CORREA,168,,
1852,1852,35028381,4.6,RUBENS DE OLIVEIRA CAMARGO ESCOLA ESTADUAL,São Paulo,SP,Sudeste,Rubinéia,CENTRO,15790000,AVENIDA GUIMARAES ROSA,40,,
1853,1853,35026207,4.1,JOAO CANDIDO FERNANDES FILHO PROF,São Paulo,SP,Sudeste,Sabino,CENTRO,16440000,AVENIDA PADRE ANCHIETA,1155,,
1854,1854,35031550,4.1,WALDOMIRO SAMPAIO DE SOUZA PREFEITO,São Paulo,SP,Sudeste,Sagres,CENTRO,17710000,RUA VEREADOR GERALDO TEODORO DE CARVALHO,156,,
1855,1855,35027960,4.2,MARIA CARDOSO CASTILHO,São Paulo,SP,Sudeste,Sales,JARDIM NOSSA SENHORA APARECIDA,14980000,RUA JEAN CARLOS MENDES DE CAMPOS,319,,
1856,1856,35024648,4.3,GETULIO LIMA CAPITAO,São Paulo,SP,Sudeste,Sales Oliveira,CENTRO,14660000,RUA VEREADOR OMAR ROCHA,174,,
1857,1857,35031549,3.9,HANS WIRTH,São Paulo,SP,Sudeste,Salmourão,CENTRO,17720000,RUA BARTOLOMEU BUENO,420,,
1858,1858,35021039,5.0,MANOEL DIAS DE ALMEIDA PROFESSOR,São Paulo,SP,Sudeste,Saltinho,CENTRO,13440011,RUA JOAQUIM MENDES PEREIRA,639,,
1859,1859,35015647,4.3,LEONOR FERNANDES DA SILVA PROFA,São Paulo,SP,Sudeste,Salto,VILA TEIXEIRA,13320271,RUA BARAO DO RIO BRANCO,1453,,
1860,1860,35015763,4.7,TANCREDO DO AMARAL,São Paulo,SP,Sudeste,Salto,CENTRO,13320240,AV D.PEDRO II,170,,
1861,1861,35039755,4.3,MIRINHA TONELLO,São Paulo,SP,Sudeste,Salto,JARDIM AMERICA,13324220,ESTADOS UNIDOS,70,,
1862,1862,35046930,5.0,JOSEANO COSTA PINTO PROF,São Paulo,SP,Sudeste,Salto,NOSSA SENHORA DO MONTE SERRAT,13323310,BANDEIRAS,328,,
1863,1863,35905276,4.9,MARIA DE LOURDES MORAES COSTELA PROFA,São Paulo,SP,Sudeste,Salto,JARDIM SANTA CRUZ,13323530,AV PRINCESA ISABEL,1580,,
1864,1864,35914514,4.7,OTILIA DE PAULA LEITE PROFA,São Paulo,SP,Sudeste,Salto,JARDIM ELIZABETH,13326090,AFRICA,51,,
1865,1865,35032645,4.6,LIRIA YURICO SUMIDA PROFESSORA,São Paulo,SP,Sudeste,Sandovalina,CENTRO,19250000,RUA CORONEL ISIDORO COIMBRA,985,,
1866,1866,35026700,4.0,GIUSEPPE FORMIGONI,São Paulo,SP,Sudeste,Santa Adélia,CENTRO,15950000,RUA BERNARDINO DE CAMPOS,620,,
1867,1867,35016986,4.4,JUVELINA DE OLIVEIRA RODRIGUES PROFA,São Paulo,SP,Sudeste,Santa Bárbara d'Oeste,JARDIM PAULISTA,13456034,RUA JOSE ALEX DE BARROS,86,,
1868,1868,35017059,4.6,MARIA GUILHERMINA LOPES FAGUNDES PROFA,São Paulo,SP,Sudeste,Santa Bárbara d'Oeste,VILA LINOPOLIS I,13450455,CARLOS CHAGAS,253,,
1869,1869,35017073,4.6,LUIZ ALVES CEL,São Paulo,SP,Sudeste,Santa Bárbara d'Oeste,VILA SIQUEIRA CAMPOS,13451036,ANCHIETA PADRE,173,,
1870,1870,35017231,5.7,EMILIO ROMI COMENDADOR,São Paulo,SP,Sudeste,Santa Bárbara d'Oeste,JARDIM PANAMBI,13450515,DONA CAROLINA,11,,
1871,1871,35047016,3.8,ALCHESTE DE GODOY ANDIA PROFA,São Paulo,SP,Sudeste,Santa Bárbara d'Oeste,JARDIM ESMERALDA,13454038,COMERCIO,597,,
1872,1872,35919159,5.6,ATTILIO DEXTRO PROF,São Paulo,SP,Sudeste,Santa Bárbara d'Oeste,JARDIM DOS CEDROS,13457632,ALEXANDRE FURLAN,135,,
1873,1873,35922961,3.5,LUZIA BARUQUE KIRCHE PROFA,São Paulo,SP,Sudeste,Santa Bárbara d'Oeste,CONJUNTO HABITACIONAL ROBERTO ROMANO,13458221,EDSON DOS SANTOS MANO DOUTOR,50,,
1874,1874,35028393,4.8,ANTONIO BEZERRA DE ARAUJO PREFEITO,São Paulo,SP,Sudeste,Santa Clara d'Oeste,CENTRO,15785000,RUA PROFESSORA MARIA PARDINHO DE SOUZA CONCEICAO,410,,
1875,1875,35024211,3.8,RITA FERRAZ CASELLI PROFESSORA,São Paulo,SP,Sudeste,Santa Cruz da Esperança,CENTRO,14250000,RUA HORACIO ROBERTO DO NASCIMENTO,738,,
1876,1876,35021295,5.7,CARLOS GUIMARAES DOUTOR,São Paulo,SP,Sudeste,Santa Cruz das Palmeiras,CENTRO,13650000,RUA SANTA CRUZ,206,,
1877,1877,35586092,5.1,ETEC JOAO ELIAS MARGUTTI,São Paulo,SP,Sudeste,Santa Cruz das Palmeiras,CENTRO,13650000,AVENIDA DO CAFE,720,,
1878,1878,35907558,4.1,MARIO AVESANI PREFEITO,São Paulo,SP,Sudeste,Santa Cruz das Palmeiras,VILA SANTA TEREZINHA,13650000,RUA MANOEL PIRES DE CAMPOS,139,,
1879,1879,35917588,3.9,MARIA DE LOURDES NASCIMENTO GUERREIRO PROFESSORA,São Paulo,SP,Sudeste,Santa Cruz das Palmeiras,ETTORE MARQUEZELLI,13650000,RUA ANTONIO SILVA,100,,
1880,1880,35025012,3.7,JOEL MIRANDA CAPITAO,São Paulo,SP,Sudeste,Santa Ernestina,CENTRO,15970000,RUA VIRGINIO TONINI,293,,
1881,1881,35028400,4.7,ITAEL DE MATTOS PROFESSOR,São Paulo,SP,Sudeste,Santa Fé do Sul,CENTRO,15775000,RUA OITO,764,,
1882,1882,35021635,4.9,PEDRO RAPHAEL DA ROCHA,São Paulo,SP,Sudeste,Santa Gertrudes,CENTRO,13510025,AVENIDA HUM,533,,
1883,1883,35038386,4.4,HYEROCLIO ELOY PESSOA BARROS,São Paulo,SP,Sudeste,Santa Isabel,VILA GUILHERME,7500000,RUA WASHINGTON LUIS,733,,
1884,1884,35438431,6.2,SANTA ISABEL ESCOLA TECNICA ESTADUAL DE,São Paulo,SP,Sudeste,Santa Isabel,13 DE MAIO,7500000,RUA PROFESSORA ANA MOUTINHO GONCALVES,57,,
1885,1885,35910387,4.6,FERNANDO ALUISO CORREA PROF,São Paulo,SP,Sudeste,Santa Isabel,JARDIM NOVO EDEN,7500000,RUA JOAO ANTONIO MINEIRO,67,,
1886,1886,35471458,4.3,FERNANDO MARIA FACHINI FREI,São Paulo,SP,Sudeste,Santa Maria da Serra,JARDIM LEVORATO,17370344,RUA DOMINGOS GREGOLIM,550,,
1887,1887,35031297,4.4,OSCAR PEDROSO HORTA MINISTRO,São Paulo,SP,Sudeste,Santa Mercedes,CENTRO,17940000,PRACA ALIPIO BEDAQUE,1392,,
1888,1888,35028290,6.3,DOMINGOS DONATO RIVELLI,São Paulo,SP,Sudeste,Santana da Ponte Pensa,CENTRO,15765000,AVENIDA SANTANA,767,,
1889,1889,35056169,4.7,ULYSSES SILVEIRA GUIMARAES DEPUTADO COLEGIO MUNICIPAL,São Paulo,SP,Sudeste,Santana de Parnaíba,CIDADE SAO PEDRO  GLEBA A,6535165,GAVIAO,179,,
1890,1890,35192880,4.6,TEOTONIO VILELA SENADOR COLEGIO MUNICIPAL,São Paulo,SP,Sudeste,Santana de Parnaíba,CHACARA DO SOLAR II FAZENDINHA,6531095,ORBITA,954,,
1891,1891,35218112,5.0,MANOEL JACOB CREMM COLEGIO MUNICIPAL,São Paulo,SP,Sudeste,Santana de Parnaíba,ALDEIA DA SERRA,6519205,INGAI,1620,,
1892,1892,35240916,3.9,RICARDA DOS SANTOS BRANCO PROFA COLEGIO MUNICIPAL,São Paulo,SP,Sudeste,Santana de Parnaíba,CHACARA DO SOLAR II FAZENDINHA,6531065,VIA LACTEA,55,,
1893,1893,35240941,4.1,GASPAR DE GODOI COLACO TTE GAL COLEGIO MUNICIPAL,São Paulo,SP,Sudeste,Santana de Parnaíba,CENTRO,6501010,RAIMUNDO CORONEL,32,,
1894,1894,35273636,4.8,AURELIO GIANINI TEIXEIRA COLEGIO MUNICIPAL,São Paulo,SP,Sudeste,Santana de Parnaíba,RECANTO MARAVILHA III,6523020,CHINA,54,,
1895,1895,35273659,4.5,ANACLETO DE CAMARGO PADRE COLEGIO MUNICIPAL,São Paulo,SP,Sudeste,Santana de Parnaíba,COLINAS DA ANHANGUERA,6537085,DI CAVALCANTI,888,,
1896,1896,35273661,4.4,ANA APARECIDA SANTANA PROFA COLEGIO MUNICIPAL,São Paulo,SP,Sudeste,Santana de Parnaíba,CIDADE SAO PEDRO,6535205,PRACA BENEDITA VIEIRA,181,,
1897,1897,35273673,4.4,CARLOS ALBERTO DE SIQUEIRA PROF COLEGIO MUNICIPAL,São Paulo,SP,Sudeste,Santana de Parnaíba,VILA MARIA NAZARE,6528425,RUA SOROCABA,2,,
1898,1898,35273685,4.3,LEDA CAIRA PROFA COLEGIO MUNICIPAL,São Paulo,SP,Sudeste,Santana de Parnaíba,JARDIM REPRESA FAZENDINHA,6529210,MARICA MARQUES,260,,
1899,1899,35276170,4.4,PAULO OCTAVIO BOTELHO DR COLEGIO MUNICIPAL,São Paulo,SP,Sudeste,Santana de Parnaíba,CIDADE SAO PEDRO  GLEBA A,6535020,FORTUNATO CAMARGO,2000,,
1900,1900,35278853,4.9,MARIO COVAS JUNIOR GOV COLEGIO MUNICIPAL,São Paulo,SP,Sudeste,Santana de Parnaíba,PARQUE SANTANA,6515005,BANANEIRAS,1445,,
1901,1901,35028289,5.0,MARIA DAS DORES FERREIRA DA ROCHA PROFESSORA,São Paulo,SP,Sudeste,Santa Rita d'Oeste,CENTRO,15780000,RUA THEODOMIRO ALVES CORREA,476,,
1902,1902,35024363,4.7,MANOEL DOS REIS ARAUJO ETEC,São Paulo,SP,Sudeste,Santa Rita do Passa Quatro,CINELANDIA,13670000,AVENIDA PARIS,79,,
1903,1903,35048458,4.2,SALUSTIANO LEMOS,São Paulo,SP,Sudeste,Santa Rosa de Viterbo,LILIANA URTIAGA ANDREAZZA,14270000,PRACA JOSE GARCIA DE ABREU,1,,
1904,1904,35441624,5.6,SANTA ROSA DE VITERBO ETEC DE,São Paulo,SP,Sudeste,Santa Rosa de Viterbo,LUIZ GONZAGA,14270000,RUA ALBINA PEDRESCHI,365,,
1905,1905,35027133,5.4,FRANCISCO MOLINA MOLINA ESCOLA ESTADUAL,São Paulo,SP,Sudeste,Santa Salete,CENTRO,15768000,AVENIDA PRESIDENTE ROOSEVELT,611,,
1906,1906,35032876,3.8,ALICE MACIEL SANCHES PROFESSORA,São Paulo,SP,Sudeste,Santo Anastácio,VILA ORTEGA,19360000,RUA JOAO CREPALDI,03,,
1907,1907,35008126,5.6,PAULO VI PAPA,São Paulo,SP,Sudeste,Santo André,VILA BELA VISTA,9181000,ADAMANTINA,330,,
1908,1908,35008205,4.2,RENER CARAM PROFESSOR,São Paulo,SP,Sudeste,Santo André,VILA PALMARES,9061410,PALMARES,778,,
1909,1909,35008254,4.8,VALDOMIRO SILVEIRA,São Paulo,SP,Sudeste,Santo André,JARDIM SILVANA,9120630,AGOSTINHO DE CAMPOS,80,,
1910,1910,35008285,6.5,JULIO DE MESQUITA ETEC,São Paulo,SP,Sudeste,Santo André,CENTRO,9020130,JUSTINO PAIXAO PREFEITO,150,,
1911,1911,35008333,3.9,ANTONIO ADIB CHAMMAS,São Paulo,SP,Sudeste,Santo André,JARDIM SANTA CRISTINA,9172250,RUA PROFESSOR OLIVEIRA CAMPOS,230,,
1912,1912,35008357,5.1,JOAO GALEAO CARVALHAL SENADOR,São Paulo,SP,Sudeste,Santo André,VILA BASTOS,9040280,BOSQUE,64,,
1913,1913,35008424,3.8,NELSON PIZZOTTI MENDES PROFESSOR,São Paulo,SP,Sudeste,Santo André,CONDOMINIO MARACANA,9131250,JOSE DE ALENCAR,75,,
1914,1914,35008606,4.7,JOSE HENRIQUE DE PAULA E SILVA PROFESSOR,São Paulo,SP,Sudeste,Santo André,PARQUE ORATORIO,9260100,PRACA INTERNACIONAL,597,,
1915,1915,35035695,3.0,PAULO EMILIO SALLES GOMES,São Paulo,SP,Sudeste,Santo André,JARDIM IRENE,9170530,CIPRESTES,860,,
1916,1916,35036213,4.3,PERCIO PUCCINI PROFESSOR,São Paulo,SP,Sudeste,Santo André,PARQUE ERASMO ASSUNCAO,9271180,EDUARDO PRADO,300,,
1917,1917,35042006,4.3,JUAREZ TAVORA MARECHAL,São Paulo,SP,Sudeste,Santo André,CAMPESTRE,9080371,FIGUEIRAS,2491,,
1918,1918,35286217,3.9,FRANCISCA HELENA FURIA II PROFESSORA,São Paulo,SP,Sudeste,Santo André,CIDADE RECREIO DA BORDA DO CAMPO,9134650,MICO LEAODOURADO,2463,,
1919,1919,35914769,3.6,MIQUELINA PEDROSO MAGNANI PROFESSORA,São Paulo,SP,Sudeste,Santo André,PARQUE ANDREENSE,9161405,THOMAZ PALAU,71,,
1920,1920,35920344,4.6,INACIA TERUKO INAGAKI PROFESSORA,São Paulo,SP,Sudeste,Santo André,PARQUE MARAJOARA,9112115,DANIEL BERG,280,,
1921,1921,35029816,4.0,JOAO BATISTA BOTELHO,São Paulo,SP,Sudeste,Santo Antônio do Aracanguá,VICENTINOPOLIS,16140000,RUA FLORO MARTINS VIEIRA,200,,
1922,1922,35029836,4.2,LIDIA PERRI BARBOSA PROFA,São Paulo,SP,Sudeste,Santo Antônio do Aracanguá,CENTRO,16130000,RUA MANOEL PAULINO,119,,
1923,1923,35013468,4.5,AFFONSO DE CARVALHO DESEMBARGADOR,São Paulo,SP,Sudeste,Santo Antônio do Pinhal,CENTRO,12450000,AVENIDA ANTONIO JOAQUIM OLIVEIRA,458,,
1924,1924,35031987,3.6,ANIBAL VITOR FAVA,São Paulo,SP,Sudeste,Santo Expedito,CENTRO,19190000,AVENIDA BARAO DO RIO BRANCO,981,,
1925,1925,35011812,4.9,FERNANDO DE AZEVEDO PROFESSOR,São Paulo,SP,Sudeste,Santos,CASTELO,11087160,CORDOVIL FERNANDES LOPES,68,,
1926,1926,35011897,5.9,ANTONIO ABLAS FILHO DOUTOR,São Paulo,SP,Sudeste,Santos,APARECIDA,11045401,BARTOLOMEU DE GUSMAO,107,,
1927,1927,35011927,4.8,MARQUES DE SAO VICENTE,São Paulo,SP,Sudeste,Santos,CAMPO GRANDE,11065003,AVENIDA DOUTOR BERNARDINO DE CAMPOS,569,,
1928,1928,35038787,6.2,ARISTOTELES FERREIRA ETEC,São Paulo,SP,Sudeste,Santos,APARECIDA,11030600,AVENIDA EPITACIO PESSOA,466,,
1929,1929,35905021,5.6,GRACINDA MARIA FERREIRA PROFESSORA,São Paulo,SP,Sudeste,Santos,VILA SAO JORGE,11085625,ALAN CIBER PINTO,52,,
1930,1930,35915497,4.4,RICARDO SAMPAIO CARDOSO JUDOCA,São Paulo,SP,Sudeste,Santos,CAROARA,11200000,RUA XAVANTES,70,,
1931,1931,35008825,4.7,LAUDO FERREIRA DE CAMARGO MINISTRO,São Paulo,SP,Sudeste,São Bernardo do Campo,PAULICEIA,9691000,JULIO DE MESQUITA,757,,
1932,1932,35008874,5.4,ROBERT KENNEDY SENADOR,São Paulo,SP,Sudeste,São Bernardo do Campo,ASSUNCAO,9810580,NILO PECANHA,200,,
1933,1933,35008977,4.6,JACOB CASSEB PROFESSOR,São Paulo,SP,Sudeste,São Bernardo do Campo,ALVARENGA,9842100,CAMA PATENTE,200,,
1934,1934,35009015,4.0,MIZUHO ABUNDANCIA,São Paulo,SP,Sudeste,São Bernardo do Campo,ALVES DIAS,9850480,COOPERATIVA,575,,
1935,1935,35009106,5.1,JOSE FORNARI DOUTOR,São Paulo,SP,Sudeste,São Bernardo do Campo,BAETA NEVES,9751330,APARECIDA,198,,
1936,1936,35009131,4.4,MAURICIO ANTUNES FERRAZ PROFESSOR,São Paulo,SP,Sudeste,São Bernardo do Campo,NOVA PETROPOLIS,9770340,RUA PRINCESA FRANCISCA CAROLINA,555,,
1937,1937,35009210,4.7,MARIA IRACEMA MUNHOZ,São Paulo,SP,Sudeste,São Bernardo do Campo,CENTRO,9720120,RUA MARECHAL RONDON,100,,
1938,1938,35009261,5.4,JOAO RAMALHO,São Paulo,SP,Sudeste,São Bernardo do Campo,CENTRO,9721160,JOSE BONIFACIO,102,,
1939,1939,35009325,5.0,ANESIA LOUREIRO GAMA PROFESSORA,São Paulo,SP,Sudeste,São Bernardo do Campo,ANCHIETA,9608010,EDUARDO DE OLIVEIRA,35,,
1940,1940,35041300,4.2,NAIL FRANCO DE MELLO BONI PROFESSORA,São Paulo,SP,Sudeste,São Bernardo do Campo,VILA ESPERANCA,9783610,RUA DA EDUCACAO,15,,
1941,1941,35042031,4.7,SANTA DALMOLIN DEMARCHI,São Paulo,SP,Sudeste,São Bernardo do Campo,DEMARCHI,9820050,ANTONIO SERAFIM ZAMPIERI,120,,
1942,1942,35902020,4.8,LUIS DOS SANTOS METALURGICO,São Paulo,SP,Sudeste,São Bernardo do Campo,MONTANHAO,9791620,PRIMO BECHELLI,133,,
1943,1943,35907182,4.2,MARIO FRANCISCON,São Paulo,SP,Sudeste,São Bernardo do Campo,DOS CASA,9840000,CASA,3750,,
1944,1944,35908745,5.4,NEUSA FIGUEIREDO MARCAL PROFESSORA,São Paulo,SP,Sudeste,São Bernardo do Campo,ASSUNCAO,9810800,LUCIA ZINCAGLIA,401,,
1945,1945,35913807,4.0,OMAR DAIBERT REVERENDO,São Paulo,SP,Sudeste,São Bernardo do Campo,DOS CASA,9850020,LEONARDO MARTINS NETO,41,,
1946,1946,35006027,5.8,COLEGIO UNIVERSITARIO DA UNIVERSIDADE MUNICIPAL DE SAO CAETANO DO SUL,São Paulo,SP,Sudeste,São Caetano do Sul,SANTO ANTONIO,9530060,CONCEICAO,321,,
1947,1947,35009350,5.1,MARIA TRUJILO TORLONI,São Paulo,SP,Sudeste,São Caetano do Sul,SAO JOSE,9581300,LAGRIMAS,579,,
1948,1948,35009404,5.8,JOANA MOTTA PROFESSORA,São Paulo,SP,Sudeste,São Caetano do Sul,CERAMICA,9530701,ESPIRITO SANTO,1330,,
1949,1949,35009436,5.0,EDGAR ALVES DA CUNHA PROFESSOR,São Paulo,SP,Sudeste,São Caetano do Sul,FUNDACAO,9520530,ARARAQUARA,63,,
1950,1950,35009441,4.8,ALFREDO BURKART PROFESSOR,São Paulo,SP,Sudeste,São Caetano do Sul,BOA VISTA,9572300,BOA VISTA,200,,
1951,1951,35024442,5.8,SEBASTIAO DE OLIVEIRA ROCHA PROFESSOR,São Paulo,SP,Sudeste,São Carlos,JARDIM BETHANIA,13561050,RUA PADRE TEIXEIRA,1260,,
1952,1952,35024512,4.9,ALVARO GUIAO DOUTOR,São Paulo,SP,Sudeste,São Carlos,CENTRO,13560001,AVENIDA SAO CARLOS,2190,,
1953,1953,35042894,5.6,CONDE DO PINHAL,São Paulo,SP,Sudeste,São Carlos,JARDIM CENTENARIO,13564170,RUA FRANCISCO BRISCESSE,151,,
1954,1954,35127887,3.7,MARIVALDO CARLOS DEGAN PROFESSOR,São Paulo,SP,Sudeste,São Carlos,CIDADE ARACY,13573140,ARNOLDO ALMEIDA PIRES,500,,
1955,1955,35585804,4.6,PROFESSOR LUIZ VIVIANI FILHO,São Paulo,SP,Sudeste,São Carlos,CIDADE ARACY,13573292,REINALDO PIZANI,580,,
1956,1956,35900795,4.8,JOAO JORGE MARMORATO PROFESSOR,São Paulo,SP,Sudeste,São Carlos,JARDIM DONA FRANCISCA,13571000,VICENTE PELICANO,360,,
1957,1957,35907923,4.4,LUDGERO BRAGA PROFESSOR,São Paulo,SP,Sudeste,São Carlos,JARDIM HIKARE,13564550,ROMILDO BRUNO,35,,
1958,1958,35027066,5.2,OSCAR ANTONIO DA COSTA,São Paulo,SP,Sudeste,São Francisco,CENTRO,15710000,AVENIDA OSCAR ANTONIO DA COSTA,377,,
1959,1959,35020710,5.1,TEOFILO DE ANDRADE DOUTOR,São Paulo,SP,Sudeste,São João da Boa Vista,ROSARIO,13870315,ROSARIO,42,,
1960,1960,35900461,4.0,ISAURA TEIXEIRA VASCONCELLOS PROFESSORA,São Paulo,SP,Sudeste,São João da Boa Vista,JARDIM LUCAS TEIXEIRA,13876860,ANTONIO MILAN SOBRINHO,1461,,
1961,1961,35030727,4.1,JOANITA BIANCHI BONSEGNO CARVALHO PROFESSORA,São Paulo,SP,Sudeste,São João de Iracema,CENTRO,15315000,RUA SEBASTIAO BATISTA DOS SANTOS,580,,
1962,1962,35031461,5.6,SALVADOR RAMOS DE MOURA PROF,São Paulo,SP,Sudeste,São João do Pau d'Alho,CENTRO,17970000,RUA JOSE ANTONIO SANCHES,468,,
1963,1963,35024703,3.8,GENOVEVA PINHEIRO VIEIRA DE VITTA PROFESSORA,São Paulo,SP,Sudeste,São Joaquim da Barra,CENTRO,14600000,RUA RIO GRANDE DO NORTE,1697,,
1964,1964,35024715,4.4,MANOEL GOUVEIA DE LIMA,São Paulo,SP,Sudeste,São Joaquim da Barra,BAIXADA,14600000,RUA ESPIRITO SANTO,599,,
1965,1965,35912098,4.1,EDDA CARDOZO DE SOUZA MARCUSSI,São Paulo,SP,Sudeste,São Joaquim da Barra,JOAO PAULO II,14600000,RUA JOAQUIM CANDIDO PAULA,500,,
1966,1966,35012440,3.8,MIGUEL PEREIRA,São Paulo,SP,Sudeste,São José do Barreiro,CENTRO,12830000,PRACA CEL CUNHA LARA,50,,
1967,1967,35019045,3.9,STELLA COUVERT RIBEIRO PROFESSORA,São Paulo,SP,Sudeste,São José do Rio Pardo,SANTO ANTONIO,13720000,RUA FRANCISCO DESSIMONI,260,,
1968,1968,35019112,4.7,CANDIDO RODRIGUES DOUTOR,São Paulo,SP,Sudeste,São José do Rio Pardo,CENTRO,13720000,PRACA BARAO DO RIO BRANCO,141,,
1969,1969,35139518,4.8,FUNDACAO EDUCACIONAL DE SAO JOSE DO RIO PARDO,São Paulo,SP,Sudeste,São José do Rio Pardo,CENTRO,13720000,AVENIDA DEPUTADO EDUARDO VICENTE NASSER,850,,
1970,1970,35028708,4.8,GONCALVES MONSENHOR,São Paulo,SP,Sudeste,São José do Rio Preto,BOA VISTA,15025100,RUA DOUTOR PRESCILIANO PINTO,940,,
1971,1971,35028794,5.8,AMIRA HOMSI CHALELLA PROFESSORA,São Paulo,SP,Sudeste,São José do Rio Preto,VILA NOSSA SENHORA DO BONFIM,15084180,LUIZ FIGUEIREDO FILHO,1273,,
1972,1972,35028824,6.4,PHILADELPHO GOUVEA NETTO ETEC,São Paulo,SP,Sudeste,São José do Rio Preto,JARDIM NOVO AEROPORTO,15035010,AVENIDA DOS ESTUDANTES,3278,,
1973,1973,35028903,5.2,JUSTINO JERRY FARIA PROFESSOR,São Paulo,SP,Sudeste,São José do Rio Preto,SANTOS DUMONT,15020040,IPIRANGA,3078,,
1974,1974,35028927,5.4,JOSE FELICIO MIZIARA PROFESSOR,São Paulo,SP,Sudeste,São José do Rio Preto,CHACARA MUNICIPAL,15090150,ROBERTO MANGE,170,,
1975,1975,35043059,4.3,MARIA GALANTE NORA PROFESSORA,São Paulo,SP,Sudeste,São José do Rio Preto,JARDIM RESIDENCIAL VETORASSO,15041010,ANTONIO PEREIRA DA SILVA,1145,,
1976,1976,35908149,4.2,ALZIRA VALLE ROLEMBERG PROFESSORA,São Paulo,SP,Sudeste,São José do Rio Preto,PARQUE RESIDENCIAL DOM LAFAIETE LIBANIO,15046080,ANTONIO FRANCISCO COUTINHO,205,,
1977,1977,35918337,3.9,CELSO ABBADE MOURAO,São Paulo,SP,Sudeste,São José do Rio Preto,SOLO SAGRADO I,15044545,JESUS CRISTO,1041,,
1978,1978,35919688,3.8,SONIA MARIA VENTURELLI PROFESSORA,São Paulo,SP,Sudeste,São José do Rio Preto,CONJUNTO HABITACIONAL SAO DEOCLECIANO,15057290,NOVA CONSTITUICAO,300,,
1979,1979,35013523,5.4,ILZA IRMA MOELLER COPPIO PROFESSORA,São Paulo,SP,Sudeste,São José dos Campos,VILA SINHA,12212659,JAGUARI,362,,
1980,1980,35013560,5.3,JOSE VIEIRA MACEDO PROFESSOR,São Paulo,SP,Sudeste,São José dos Campos,JARDIM SATELITE,12230750,IPIAU,162,,
1981,1981,35013648,4.1,YOSHIYA TAKAOKA,São Paulo,SP,Sudeste,São José dos Campos,VILA PAIVA,12213350,JOSE BONIFACIO DE ARANTES,272,,
